n_index,title,writer,date,look,like
1001925,리드앤톡이 구문독해를 바라보는 관점?링크,리드앤톡영어도서관m,2019.12.23.,92,1
893003,영어도서관의 서열화와 리드앤톡 영어도서관의 포지셔닝,리드앤톡영어도서관,2019.02.07.,92,1
823938,강남영어를 따라하기? No!! 강남영어 앞지르기!?사진,리드앤톡영어도서관,2018.06.19.,92,0
1046629,파닉스부터 중고등 수준까지 원서읽기로?링크,리드앤톡영어도서관m,2020.05.06.,91,0
1005135,리드앤톡 20년 1월 소식?사진링크,리드앤톡영어도서관m,2020.01.03.,91,2
869621,교육? 사업? 교육사업?,리드앤톡영어도서관,2018.11.27.,91,0
958001,영어원서로 수능까지 커버?사진,잉글리쉬플랫폼,2019.08.16.,90,0
892580,Great Speeches Workbook 출시! 그리고 며칠전..?사진동영상,리딩mentor,2019.01.29.,90,2
809757,학원생수를 늘리려면 영어실력향상속도를 높여라?사진?[1],리드앤톡영어도서관,2018.05.10.,90,1
879218,학원확장의 밑거름은 빠른 실력향상에 대한 믿음?동영상,리드앤톡영어도서관,2018.12.21.,89,1
1041736,[경향신문] 리드앤톡 영어도서관이 신문에 소개되었습니다.?사진,리드앤톡영어도서관m,2020.04.20.,88,0
972587,리드앤톡 가맹센터의 꾸준한 성장?사진,잉글리쉬플랫폼,2019.10.04.,88,0
970705,리드앤톡 가맹센터 확장 후기들?사진,잉글리쉬플랫폼,2019.09.30.,85,1
866912,효율성과 실력향상속도가 가장 뛰어난 영어도서관 프로그램?사진,리드앤톡영어도서관,2018.11.15.,85,0
848041,리드앤톡영어도서관 본사사무실 이전,리드앤톡영어도서관,2018.09.19.,85,0
884598,가격부담은 작고 컨텐츠 수준은 높은 영어도서관?동영상,리드앤톡영어도서관,2019.01.10.,84,2
1009313,파닉스부터 상위권 학생까지 영어도서관으로!?사진링크,리드앤톡영어도서관m,2020.01.15.,83,2
957186,4학년이 읽은 뉴베리 원서 & 워크북?사진,잉글리쉬플랫폼,2019.08.13.,82,1
904648,신규 가맹점 모집보다는 기존 가맹점 관리가 더 중요?사진,리드앤톡영어도서관,2019.03.11.,82,2
835208,"대입수시박람회, 학생부종합전형, 그리고 리드앤톡 영어도서관?사진",리드앤톡영어도서관,2018.07.27.,80,1
881721,시장상황 > 학원들의 선택 >영어도서관의 위치>영어도서관의 종류 >리드앤톡의 방향?사진,리드앤톡영어도서관,2018.12.28.,79,2
1004566,리드앤톡 가맹센터 학원 확장이전 + 본사2호점 오픈 소식?사진링크,리드앤톡영어도서관m,2020.01.02.,78,0
1003559,진산중 2학년 2019년 2학기 영어 기말고사 분석?사진링크,리드앤톡영어도서관m,2019.12.30.,78,1
837302,프로그램의 다양성이 학생들의 실력향상을 저해하게 되는 메카니즘?사진?[1],리드앤톡영어도서관,2018.08.05.,77,1
824573,"서로 협력하고, 공유하고, 긍정적인 영향을 주는 학원 네트워크?사진",리드앤톡영어도서관,2018.06.20.,77,0
1002692,패턴암기가 아닌 동사 Usage에 기반한 Sentence Build Up?사진링크,리드앤톡영어도서관m,2019.12.26.,76,1
967838,리드앤톡 영어도서관 컨텐츠/ 스케일 꾸준한 성장 - 비결은 학생들의 실력향상 속도,잉글리쉬플랫폼,2019.09.23.,76,1
964950,리드앤톡 가맹센터의 Newbery- Because of Winn-Dixie와 Froggy 시리즈 워크북?사진,잉글리쉬플랫폼,2019.09.16.,76,1
963336,리드앤톡 사업설명회 9월 9일 선착순 7명?사진,잉글리쉬플랫폼,2019.09.02.,76,1
994768,"영어도서관의 기말고사 대비 ""본문 암기 시키지 않아""?사진링크",리드앤톡영어도서관m,2019.12.04.,75,0
964093,"책읽기, 영어공부, 원서읽기에 흥미를 잃은 아이에게?사진",잉글리쉬플랫폼,2019.09.04.,75,0
879029,한 눈에 알아보기 쉬운 영어도서관의 역사 및 현재 상황 그리고 리드앤톡영어도서관의 특징?사진,리드앤톡영어도서관,2018.12.19.,75,0
863415,입소문과 소개로 성장하는 학원 & 브랜드?동영상,리드앤톡영어도서관,2018.11.01.,75,0
852670,"영어도서관을 개원, 운영하시는 원장님들이 가지고 있는 보편적인 인식의 오류",리드앤톡영어도서관,2018.10.01.,75,0
962657,뉴베리 소설 읽는 초등학생(전남화순 만연리)?사진,잉글리쉬플랫폼,2019.08.30.,74,0
996008,영어도서관은 아직 미개척 분야입니다.?사진링크,리드앤톡영어도서관m,2019.12.10.,73,0
1033637,꾸준한 컨텐츠 개발. 힘든 시기를 이겨내는 리드앤톡?링크,리드앤톡영어도서관m,2020.03.24.,72,1
1010732,★인천구월센터 오픈기념 학부모설명회★리드앤톡 영어도서관 제 6차 사업설명회★?사진링크,리드앤톡영어도서관m,2020.01.21.,71,1
993315,오늘 원서읽기 시작하면 3년 뒤엔 로알드달?링크,리드앤톡영어도서관m,2019.12.03.,71,0
1019396,원서읽기로 문학작품/영자신문 수준의 영작/말하기까지?사진링크,리드앤톡영어도서관m,2020.02.17.,70,2
982983,초등학생 ORT 동시통역하기?링크,잉글리쉬플랫폼,2019.11.05.,69,0
980888,"대한민국 최초의, 그리고 유일한 구문독해(텍스트리딩) 영어도서관 프로그램?사진링크",잉글리쉬플랫폼,2019.10.29.,69,3
959919,이렇게 어려운 걸 아이들이 하나요??사진,잉글리쉬플랫폼,2019.08.22.,69,1
889545,전문영어도서관을 강조하는 이유 - 아무나 할 수 있는 프로그램은 경쟁력이 없기 때문~,리드앤톡영어도서관,2019.01.21.,69,2
995598,영어도서관은 Reading만 할까요??사진링크,리드앤톡영어도서관m,2019.12.06.,68,1
989697,리드앤톡 신규가맹센터 학부모설명회 지원?사진링크,잉글리쉬플랫폼,2019.11.21.,68,1
972016,리드앤톡 1주일 파닉스 시스템 이후 3년내 영어소설 진입.?사진링크,잉글리쉬플랫폼,2019.10.02.,68,0
961121,Book Report를 쓰지 않는 이유?동영상,잉글리쉬플랫폼,2019.08.27.,67,3
853558,리드앤톡 영어도서관 5차 업그레이드 일부 내용 학습사이트에 적용,리드앤톡영어도서관,2018.10.19.,67,0
986587,수능과 중등내신을 연결하는 원서읽기?링크,잉글리쉬플랫폼,2019.11.14.,66,0
875347,클래식 소설과 인문서까지 다루는 영어도서관?사진,리드앤톡영어도서관,2018.12.17.,66,1
1007988,리드앤톡 신규가맹 소식?링크,리드앤톡영어도서관m,2020.01.13.,65,0
1046904,초등학생 원서읽기로 토플 만점 + 모의고사 1등급 도전?링크new,리드앤톡영어도서관m,2020.05.07.,63,0
983652,"""한달 전에 알파벳도 몰랐던 자신이 한글보고 영어로 말하고""?사진링크",잉글리쉬플랫폼,2019.11.07.,63,1
968665,"뉴베리 수상작, 인문서를 원서로 읽는 중1학생?링크",잉글리쉬플랫폼,2019.09.24.,61,1
887903,프로그램의 다양성이 실력향상을 저해하는 메카니즘?사진,리드앤톡영어도서관,2019.01.20.,60,1
863447,인본주의의 위기와 리드앤톡 영어도서관?사진,리드앤톡영어도서관,2018.11.01.,60,0
969873,"""영어 잘하는 애""로 어느순간 존재감 부각?사진링크",잉글리쉬플랫폼,2019.09.25.,57,2
1009885,"파닉스부터-리더스북, 챕터북을 넘어, 뉴베리/로얄달, 인문고전/영자신문까지?사진링크",리드앤톡영어도서관m,2020.01.17.,55,0
997511,"리드앤톡 원서읽고, 내신 2주로 기말 94점~?링크",리드앤톡영어도서관m,2019.12.11.,55,1
973054,영어원서 내공으로 입시경쟁에서 완벽한 패를 갖추는 법?링크,잉글리쉬플랫폼,2019.10.08.,55,1
1011847,리드앤톡 본사 2호점 소식 등?링크,리드앤톡영어도서관m,2020.02.03.,54,1
987630,4학년 대표주자 한명에게 ?중학교 1학년 교과서 프린트를 주고 해석을 시켜봤습니다.?사진링크,잉글리쉬플랫폼,2019.11.19.,53,0
977852,리드앤톡 중1 학생 고등모의고사 대비?링크,잉글리쉬플랫폼,2019.10.22.,52,1
959719,"센터 간 자료공유, 본사의 홍보지원, 프리미엄 컨텐츠 - 리드앤톡 영어도서관?사진",잉글리쉬플랫폼,2019.08.21.,52,2
992445,"이것을 해결한 프로그램이 ""리드앤톡"" 이었다 [출처] 리드앤톡 영어도서관을 도입한 계기|작성자 해운대스카이캐슬?사진링크",리드앤톡영어도서관m,2019.11.28.,50,1
1020338,저렴한 비용으로 보편적인 실력향상 결과?사진링크,리드앤톡영어도서관m,2020.02.18.,49,2
1000223,원서 읽고 내신대비가 저절로 됨?사진링크,리드앤톡영어도서관m,2019.12.18.,48,1
962985,선착순 15명+무료 컨설팅+EFL환경 최적화 구문독해 영어도서관 리드앤톡?사진,잉글리쉬플랫폼,2019.08.30.,48,1
906629,"2배의 성장가속도, 가히 낭중지추[囊中之錐]다.?사진",리딩mentor,2019.03.12.,47,2
1002389,"클래식, 인문서까지 컨텐츠를 제공하는 최상위 영어도서관?사진링크",리드앤톡영어도서관m,2019.12.24.,45,2
896598,자신감을 키우는 교육,리드앤톡영어도서관,2019.02.28.,45,0
988846,"[리드앤톡 본사직영센터] 원서읽기와 영어내신, 수능과의 연계성?사진링크",잉글리쉬플랫폼,2019.11.20.,43,1
980494,뉴베리와 로알드달 원서읽기 첫걸음?링크,잉글리쉬플랫폼,2019.10.28.,43,0
1015189,"초3도 거뜬하다. 품사개념, 시제, 문장형식, 비교급까지?링크",리드앤톡영어도서관m,2020.02.04.,42,1
987316,제 3차 사업설명회 후기입니다!?사진,잉글리쉬플랫폼,2019.11.18.,42,0
963288,"파닉스 2주 완성 - 뉴베리, 로알드달 원서까지 2~3년 속행",잉글리쉬플랫폼,2019.09.02.,42,1
998463,책장에 원서들이~~^^ + 구문독해로 기말지필 준비 + 2호점오픈 등?링크,리드앤톡영어도서관m,2019.12.17.,41,1
970019,International Baccalaureate. 리드앤톡은 방향설정을 잘 한 것 같습니다.?사진,잉글리쉬플랫폼,2019.09.27.,41,0
1005485,역시 책읽기가 답! EFL전문 구문독해 영어도서관 리드앤톡?링크,리드앤톡영어도서관m,2020.01.06.,39,1
990074,구문독해 리드앤톡 영어도서관에서 스피킹까지?사진링크,잉글리쉬플랫폼,2019.11.25.,39,1
984535,다시 찾는 영어도서관 리드앤톡 - EFL전문 구문독해 원서다독?링크,잉글리쉬플랫폼,2019.11.11.,38,1
979994,하루 책 1권 습관. 원서로 영어실력. 사고력/인격 형성 - 원장님께는 완벽한 LMS 제공?링크,잉글리쉬플랫폼,2019.10.25.,38,1
1009013,리드앤톡 제 6차 사업설명회 접수 시작?사진링크,리드앤톡영어도서관m,2020.01.14.,37,0
978911,EFL전문 원서로 초중고 영어수업 통일! -- 내신/수능/논술/학종 대비?사진동영상링크,잉글리쉬플랫폼,2019.10.23.,37,0
974814,리드앤톡 제3차 사업설명회 11월 4일(월요일) 10시~12시?사진링크,잉글리쉬플랫폼,2019.10.14.,37,0
992020,파닉스로 시작 2년차 내용. 현재완료시제의 의문문 = 의문사+have(has)+주어+p.p~ ??사진링크,리드앤톡영어도서관m,2019.11.27.,35,2
979412,어떤 프로그램인들 실력향상이 안되겠나.?링크,잉글리쉬플랫폼,2019.10.24.,35,1
973713,뉴베리-로알드달에 초6에 진입해 입시를 뛰어넘다.?링크,잉글리쉬플랫폼,2019.10.10.,35,1
956824,가맹센터 학생들끼리 온라인 화상토론까지 하는 곳?동영상,잉글리쉬플랫폼,2019.08.12.,35,1
976683,원서읽기는 리드앤톡. 뉴베리/로알드달 - 고전/인문 - 뉴스기사까지 + 스피킹 프로그램 장착?링크,잉글리쉬플랫폼,2019.10.17.,34,2
1020740,리드앤톡의 꾸준한 상위 컨텐츠/ 프로그램 개발?사진링크,리드앤톡영어도서관m,2020.02.19.,33,1
962251,"본사는 연구 중. 가맹센터 간 공유, 컨텐츠는 파닉스부터 뉴베리 수상작, 테드까지?사진",잉글리쉬플랫폼,2019.08.29.,32,0
992865,"초3학년 500여개의 단어와 구절, 700개의 문장 학습 가능.?링크",리드앤톡영어도서관m,2019.11.29.,31,1
975582,"파닉스 2주-원서읽기 속행-고전소설, 뉴스기사까지 3년에 도달?사진링크",잉글리쉬플랫폼,2019.10.16.,31,1
985360,중1대상 고등모의고사 치는 날! + 국제중 특목고 대비도 리드앤톡!?링크,잉글리쉬플랫폼,2019.11.13.,27,1
1016471,"학부모 설명회 지원, 수도권 강사 정기교육, 사업설명회 소식 등?사진링크",리드앤톡영어도서관m,2020.02.11.,21,0
943323,"영어, 7등 안에 들려면 - 6월 모의고사?사진",리딩mentor,2019.06.28.,19,0
971281,어휘 및 R/C 실력 향상속도 높이는 법?링크,잉글리쉬플랫폼,2019.10.01.,17,1
991467,The magic key was on the arm of the chiar. 전치사구는 형용사구 혹은 부사구로 사용된다.?사진링크,잉글리쉬플랫폼,2019.11.26.,13,0
955988,뉴베리 로알드달 원서를 효과적으로 수업하는 방법?사진,리드앤톡영어도서관,2019.08.08.,13,0
1004302,리드앤톡 영어도서관 가맹학원의 경쟁력 강화를 위한 본사의 지원활동?사진,리드앤톡영어도서관,2019.12.31.,12,0
977496,"리드앤톡 영어도서관의 가맹센터 마케팅, 홍보활동 지원 (1)?사진",리드앤톡영어도서관,2019.10.21.,12,1
1000796,영어학원 경쟁력을 강화하는 스터디까페?사진,리드앤톡영어도서관,2019.12.21.,10,1
982271,리드앤톡 영어도서관은 학원개원 및 운영에 필요한 다양한 서비스를 제공해드립니다.?사진,리드앤톡영어도서관,2019.10.31.,10,0
917566,"리더스북, 챕터북 영어도서관은 대체재일 뿐?동영상",리딩mentor,2019.06.26.,9,2
1023873,함께 힘을 합해 위기를 기회로 만들어가는 리드앤톡 영어도서관 가맹센터 커뮤니티?사진,리드앤톡영어도서관,2020.02.28.,7,2
1026777,기존 영어학습법의 고정관념을 깬 새로운 영어학습법 - 구문독해 영어원서읽기?사진,리드앤톡영어도서관,2020.03.06.,6,0
943694,"앞으로 영어도서관은 컨텐츠 수준의 차별화, 실력향상속도의 차별화가 관건이라 생각합니다.?사진",리드앤톡영어도서관,2019.07.01.,5,0
949322,원생수를 늘리는 가장 좋은 방법은 같은 프로그램을 사용하는 학원장님들의 연대?사진,리드앤톡영어도서관,2019.07.17.,4,1
948336,성장을 위한 지원에 더 큰 관심?사진,리드앤톡영어도서관,2019.07.12.,4,0
